,Tweets,label
37,"Pakistan was created on Islamic moral values of human dignity, honour of the family & inviolability of chadar & chardawari. What has happened to Azam Swati at the hands of the State has been a blatant violation of all these values - from being stripped naked to custodial torture",political
38,"When you suffer a loss, remember that Allah will reward you for your patience & endurance far more than what you have lost.",religious
39,"I thank   PM Narendra Modi  for condolences over the human & material losses caused by floods. With their characteristic resilience the people of   shall, InshaAllah, overcome the adverse effects of this natural calamity & rebuild their lives and communities.",political
40,Congratulations to Crown Prince Mohammed bin Salman on being appointed as the Prime Minister of the Kingdom of Saudi Arabia! Your friendship and support is invaluable for Pakistan and you will usher the country into a new era based on your vision.,political
41,Jummah giving ▸ ,religious
42,"I was greatly delighted to meet the grandchildren of Qazi Abdur Rehman Amritsari, a school teacher who suggested the name of Islamabad in 1959. Gen Ayub promised a plot for him. Today, I fulfilled this promise after 63 years. Thanks to Hamid Mir sb for bringing it to my notice.",political
43,Make a firm commitment this  to motivate & build people up. Use your words wisely to leave a lasting impact. Let nothing but good come out of your mouth. The effects will resonate far &  wide.,religious
44,The candle that has been litYou will not escapeNow the system will changeWe will change the system ,political
45,"Our leaders were right. Unlike theft, which has its perpetrators, corruption is like a cancer that spreads its claws throughout the existence of a nation and destroys it. In a country, especially with a corrupt leadership, it loses the journey of development and capital. Prevents action.",political
46,The heart is deeply saddened and saddened by the martyrdom of 6 military personnel including 2 pilots in the accident of Pakistan army helicopter in Harnai Balochistan. We pray to Allah Almighty to give the martyrs a place in Jannat al-Firdous and give patience to their families. . The entire nation shares the grief of the bereaved families.,political
47,"Don’t feel overwhelmed or sad when you hear what others have been doing this . You may think you’ve underachieved but if you’re trying your best, that’s all the Almighty’s interested in. He knows your struggle. Keep going & don’t let up as we approach the final stretch.",religious
48,Key points of my address at the Future Investment Initiative Summit in Riyadh  ,political
49,Please set a reminder for our upcoming Space on our response to the crackdown on PTI Social Media and Workers! ,political
50,The Lahore High Court is hearing our petition for contempt of court tomorrow. This is a very important matter because the future of respecting court orders by powerful circles will depend on this decision. Will continue to work on the same.,political
51,"Above all, he has exempted himself from corruption cases worth 1100 billion.",political
52,"Your life story is yours alone. It’s decreed by the One who made you. The challenges, the grief, the heartache; all part of who you are and the lessons you’ve learnt along the way. He puts you through the tests and gets you through them.",religious
53,I pay tribute to our judges of SC for standing firm despite all kinds of threats + insults and ensuring the supremacy of the constitution and law. I am also grateful to Barrister Ali Zafar + his team. Punjab also deserves praise and thanks for coming out against the extraordinary number of rigging during the by-elections!,political
54,"Oh Allah, help us to often think of the day we’ll be returning to You. Take us when You are totally pleased with us. Help us understand that any delay would give us a chance to further prepare ourselves for the long-awaited meeting with You. Grant us ease!",religious
55,Deeply saddened by the martyrdom of three soldiers of Pakistan Army & three children in a suicide attack in Miran Shah. Blood of our soldiers & citizens is a debt on us that we will repay by eradicating terrorism from our country. Heartfelt condolences to the bereaved families.,political
56,"It's Friday, the Best Day of the Week. Be sure to attend Jumu’ah, recite Surat Al-kahf, and pray with loved ones today. May Allah accept all our acts of worship, Grant us forgiveness and success in this life and the hereafter. Ameen",religious
57,"Grieved to learn about the loss of precious lives, including those of the Pakistani nationals, in the damage caused by floods in the United Arab Emirates. My most sincere sympathies & heartfelt condolences are with the bereaved families.",political
58,Saddened to learn of the passing of Jaffar Leghari. He was a friend for the last four decades. Sadly he lost his battle with cancer despite putting up a great fight. My condolences & prayers go to his family. May Allah give them the strength and patience to bear this loss.,political
59,"After Taraweeh prayer tomorrow night, Chairman Imran Khan will address a public meeting at Minar Pakistan Lahore",political
60,I am instructing our district presidents and officials across the country to arrange for the absentee funeral prayer of our martyred worker Ali Bilal to be paid nationwide.,political
61,,religious
62,"Dear Allah, I’m putting 2023 in your hands.",religious
63,I have signed this petition and I want all those who are saddened by what Azam Swati is going through and who are concerned about human rights and the rule of law to also sign it.,political
64,"Had very productive discussions with H.E. Mr Jang Jiechi, Member of Politburo of Communist Party of China yesterday. The visit represented continuation of high-level exchanges & reflected our mutual desire to further strengthen our All-Weather Strategic Cooperative Partnership.",political
65,London 1930 historic round table conference in which both Quaid-e-Azam and Iqbal were present.This photo is a source of pride for my family as it also features my grandfather's brother Muhammad Zaman Khan (after whom Zaman Park was established) and my aunt Jahangir Khan (second and third from left).,political
66,"Judiciary doesn't need to be friendly, only fair and just.",political
67,Even my parked car with no one inside was attacked with windows smashed. This is pure fascism being carried out at behest of IG Islamabad backed by the Neutrals to create terror in ordinary citizens who support PTI.,political
68,"Almighty. In a world that’s growing more uncertain, grant us firm faith & complete trust in You. We know You’ll protect us, come what may. Guard us from temptation & those who’d try to make us compromise our convictions. Let us not attach our hearts to this temporary world.",religious
69,"Pakistan halkı, 2005'te yaşanan deprem ve 2010'daki sel felaketi sırasında Türkiye'nin bize yardım etmek için hızla harekete geçmesini unutamaz. İslamda kardeşlik kavramı, bizleri birbirimizin acısını paylaştığımız eşsiz bir bağ ile  bağlamaktadır.",political
70,"Clearly, the claim of ""arrest"" was just a sham, while the real intention was to kidnap and kill. After tear gas and water cannons, they have now resorted to direct firing. I also provided a surety bond yesterday evening, but the DIG refused to accept it. There is no ambiguity left in their malicious and impure intentions.",political
71,Don’t worry about people. They don’t have to know your life story. You don’t have to tell anybody anything. You don’t have to prove anything to anyone. Just keep your heart  attached to the Almighty. That’s all that matters.,religious
72,Thank you Chakwal for the record turnout today at my Haqiqi Azadi jalsa. I have asked my nation to smash the idol of fear through which this imported govt of crooks ( 60 percent of the cabinet is on bail ) seeks to enslave us.  MashaAllah our nation is ready.,political
73,"PDM leadership seen challenging us to dissolve KP & Punjab assemblies if we want elections! Now, when confronted, they are petrified of elections knowing they will be decimated. So they are maligning the SC judges & are ready to violate the Constitution to avoid elections.",political
74,Alipur jalsa despite oppressive humid conditions was massive. The passion in bye elections is even more than what I witnessed in 2018 general elections. I want to thank all our ppl who are coming out in Punjab to show support wherever our jalsas are held despite humidity & rain.,political
75,"My best wishes for newly elected Vice Chairman, Punjab Bar Council, Mr Basharat Ullah Khan and Chairman Executive Committee Mr Tahir Shabir.Asma Jehangir Group has always stood firm for rule of law and strengthening democracy in the country. 1/2",political
76,"O homeland, when you called, the blood roseYour sons are your soldiersWe are the ones who are more delicate than silk and cotton woolWe are John and clash with steelWe are the ones who can cut honorWe are the ones who swear by our honor",political
77,"Remember this guy? Look, he's addressing PTI jalsa today. ",political
78,Don’t stop supplicating. Don’t stop asking the Almighty. The best supplications are the ones made from the heart and in a language you’re most comfortable in. The Almighty listens to your heart. He’s All Knowing.,religious
79,"Trust people by all means but don’t go overboard. Remember, there’s no guarantee in life; even the closest people around you may go against you. But as long as you have the Almighty with you, He will never let you down. Have patience and you’ll reap the reward.",religious
80,"Shameless & calculated attacks on SC judges by PDM & spoilt brat Maryam, nurtured on corruption money, have one purpose only - to run away from elections even by violating Constitution. By attacking  SCP, they are damaging the Federation & ensuring law of jungle prevails in Pak.",political
81,We're nothing Without Allah He has blessed us with so much. Never forget to count your blessings and be grateful.,religious
82,"I visited the flood affected areas of Sindh yesterday where millions of innocent children, elderly and women are still suffering the punishment of climate change in extreme cold and destitution. We all need to support these Pakistanis in this difficult time.",political
83,"Be good. Do not steal the happiness of anyone, and do not trouble the heart of anyone. Our lives are short, and in our graves, we will be in need of those who pray for us, and not pray against us!",religious
84,We welcome the SC judgement. It was responsibility of SC to uphold Constitution & they have valiantly done that through their judgement today. It is an assertion of Rule of Law in Pak. We are suspending our Jail Bharo movement & moving forward with elec campaigns in KP & Punjab.,political
85,Strongly condemn the torture being inflicted on Shahbaz Gill. Under what law & under who's orders is this being done? If he broke any law then he shd be given a fair hearing. But just to salvage Imported govt of crooks the Constitution & all laws are being violated with impunity.,political
86,"O Allah, we ask You for the Paradise and for that which brings one closer to it, in word and deed, and we seek refuge in You from Hell and from that which brings one closer to it, in word and deed. And we ask You to make every decree that You decree concerning us good.",religious
87,"Don’t waste your effort worrying about what people will think or say about you. It’s a futile exercise and it’s wrong to waste precious time like that. Instead, use that time wisely; do meaningful work, help someone. Spread goodness & kindness which can have a ripple effect.",religious
88,"Ya Allah, don't let the next Ramadan be our last.",religious
89,"Despite all the challenges faced by the construction industry & difficulties in importing cancer equipment, MashaAllah Shaukat Khanum Karachi is set to open at the end of this year. SKMT Karachi will be twice the size of Lahore & will also have state of the art cancer equipment.",political
90,"Yesterday's public reception in Aymanabad and the scenes of enthusiasm among the participants! Due to the enthusiasm of the people on GT Road, we are able to run at a speed of 12 km per hour only. So, those who are waiting for us, plan accordingly. Today, God willing, we will pass through the city of Gujranwala.",political
91,Always value your peace. Your peace is more important than trying to prove a point. Stop explaining yourself to people who have made up their minds on misunderstanding you.,religious
92,"It is the prayers of these mothers, their passion, who today are becoming a nation under the leadership of Pakistani Imran Khan. Like PML-N and PPP, there are no people who were brought to the meetings by giving money. It is our middle class which has given its decision in favor of Imran Khan. ",political
93,Quran is beautiful ,religious
94,Even the people closest to you may say mean and nasty things. Take it in your stride. That’s how life is. Your job is to be patient and rise above it all. Never forget that the Almighty hears and sees everything. Surely He will make things right.,religious
95,Episode 28 of the  SeriesReconnecting with RevelationMufti Menk,religious
96,"If you’re going through difficult times, don’t give up. Don’t ever forget all that the Almighty’s done for you, His Promises; the prayers He’s answered. Keep going with a heart full of faith.",religious
97,"What this caretaker government is doing is an attack on the rule of law, our constitution and democracy. Above all, once the orders of the Supreme Court are blown up, the rest is just the law of the jungle.",political
98,"The case of re-polling in Hyderabad UC 28 is again the hooliganism of the PPP.PPP candidate, his goons are beating Tehreek-e-Insaf workers in the presence of the police, the police is not stopping them.",political
99,Don't ignore the Hijab for fear of people. Wear it out of fear of Allah & you'll love and cherish every single moment of wearing your Hijab.,religious
100,"First arrested in Islamabad fake case, then barrister was arrested in Quetta in this case in which he was not named, today the judge there granted his bail. Guess a well-known lawyer Hassan Niazi is constantly facing tyranny and lawlessness",political
101,"The entire Pakistani nation joins me in praying for the early recovery and complete health of His Majesty King Salman bin Abdulaziz, the Custodian of Two Holy Mosques.  ",political
102,"As our Long March for Haqeeqi Azadi has resumed once again, I am calling on all our workers to end their road blockades with immediate effect.",political
103,As results coming in PTI is winning in atleast 15 seats. But it is very important for all our people on duty in all polling stations not to leave their posts till official results have been obtained from the Returning Officers.,political
104,"Maa shaa Allah TabarakallahWorld Renowned Senegalese Qur'aan Reciter, Sh Hady Toure",religious
105,Congratulations to Gen Sahir Shamshad Mirza as new CJCSC & Gen   Syed Asim Munir as new COAS. We  hope new mly ldrship will work to end prevailing trust deficit that has built up in last 8 months between the nation and the State. Strength of the State is derived from its people.,political
106,"A very effective documentaryCheck out  which mirrors how we in Pakistan started the process of making the vision of a welfare state a reality, which raised the standard of living of the poorest and most marginalized citizens.",political
107," !! After Taraweeh prayer last night, Inshallah",political
108,"Everything that happens in this life is a test. Just live your life passing the test. Should you fail, that’s not the end. Get up & move on.",religious
109,Update on Azhar Mashwani case ,political
110,"Misbah Hussain, wife of Shahid Hussain, writes to honourable Chief Justice of Pakistan regarding the abduction of Shahid Hussain. ",political
111,The nation will hold accountable all those responsible for the conspiracy of the government and for making Pakistan suffer this sad situation.,political
112,"Mirchi Maa Quetta-Wati-Tar, Tab-Wahd-Man-Oud-Mardmani-Hyal-Lyka-Gosh-Dast-Ant.-Dimru-Kishk-Madam-Lis-Mahluk-Dil-Hyalani-Teha-Cha-Guzayat. Hishkeen Dimervi Hitchkar-Nayet Dan Mardamani Rastan Jeerhani Geshwari King Meh Bait.",political
113,"Least Developed Countries have been badly affected by climate change, post-pandemic & geo-strategic disruption in food & energy supply chains. These global events have left them vulnerable. LDCs will be better served by putting welfare of people at the center of public policy 2/2",political
114,"If you want to see miracles happen, Start praying Tahajjud.",religious
115,"Natural disasters as the earthquake in Türkiye & Syria are beyond the capacity of any single government to handle. No country, howsoever resourceful, can deal with devastation of this magnitude. It is time the world came forward & extended support to the suffering humanity.",political
116,It's 31 years since Imran Khan's cornered tigers conquered the world What's your favourite moment from Pakistan's World Cup triumph? ,political
117,"In addition to reviewing the whole spectrum of bilateral relations, President Erdogan & I discussed ways and means to achieve the target of increasing trade volume to $5 billion in 3 years. We vowed to ensure effective implementation of Trade in Goods Agreement in this regard.",political
118,"Despite the complete blockade of Zaman Park, the people of Lahore have left their homes in large numbers. However, I cannot make my workers, people or my police the fuel of this fire under the guise of which this fascist group wants to escape from the election and dreams of trapping us in more false papers!",political
119,"If you’re hurting, the Almighty will heal you. If you’re lost, only He can guide you. If you see darkness in your life, only He can be that beacon of light. If you’re contented, only He can give you more happiness & goodness. If you have Him in your life, you have everything.",religious
120,"Life is too Short. We may not be Alive until the next Salat time. So pray Now, and pray every Salat as if it is your Last Salat.",religious
121,"How did they try to scare people by playing red alert on TV, what difficulties did the people face to reach the meeting place?Listen to Sanam Javed Khan",political
122,"Almighty. Hear our humble, heartfelt prayers - for a world that’s fast falling apart, for people who are broken and injured, for hearts that have been shattered, for those who no longer have a home & who've lost loved ones. We pray for ease and comfort. Aameen.",religious
123,"Today the nation pays homage to Pakistan's founding fathers for their political wisdom, sagacity & determination to wage a relentless struggle for a separate homeland. The day is a reminder that no matter what the challenges, human will is capable of attaining the impossible 1/2",political
124,"It's written. So, Don't get stressed over what you can't control. Trust Allah with all your affairs. Do your best to please Him. Always turn to Him for His help and assistance. And, the rest is in His Hands!",religious
125,"This Ramadan, strengthen your faith by sharing your blessings among those in need.Feed vulnerable families and ease their fasts to multiply your rewards.Share hope this Ramadan - ",religious
126,Almighty. We ask You to forgive all our sins. You know how much we have transgressed & how many sins we have committed. Do not take us to account for our lack of attention. Do not punish us for messing up repeatedly. Continue to be patient with us! Aameen ,religious
127,"Join my Ramadan Challenge today. Together we will make a huge difference. We automate our giving to causes you select. Join now Please like, share and comment to spread the word further.",religious
128,Deeply saddened to hear about the demise of HRH Prince Abdulkarim bin Saud bin Abdulaziz Al-Saud. May Allah Almighty rest the departed soul in peace! I extend my most sincere condolences to the Royal family.,political
129,The sheer magnitude of the flooding that I saw in Tank & DIKhan shows the challenge Pakistan is confronted with as this is the situation in many other areas across the country.,political
130,Tehreek-e-Insaf Minar Pakistan JalsaSaturday 25 MarchAfter Taraweeh prayer9 pm! ,political
131,"At this time, thousands of people are walking towards Minar Pakistan from the side of Data Darbar. I have spoken to my brother, people are using sideways, the majority are entering on foot.Will God accept you by blocking roads by placing internet service and containers?",political
132,"This is now the 76th case against me. With the latest treason case against me, I am approaching a century of lawsuits to highlight Dirty Harry's reliance on violence and other human rights abuses.",political
133,"It will happen. We dissolved our 2 provincial assemblies in the hope that elections will be held in 90 days, which our constitution clearly mandates. was raised",political
134,"Let's face it, Minar could not stop the tsunami of people in Pakistan.",political
135,"When you start acting upon the truth of Islam, you're may face some animosity. So did our Prophet ﷺ so stay strong. Allah is enough for you.",religious
136,"I want to thank the people of Pakistan, especially our Overseas Pakistanis, for donating so generously last night. In the three hours of our Telethon we had pledges of Rs. 5 billion.",political
137,"When people show you who they are, believe them. There’s a reason why the Almighty allowed their mask to fall apart.",religious
138,"They mocked & ridiculed me & my family through their baseless allegations but I had my unwavering faith in Allah, for only He could expose their brazen lies. Disinformation & fake news have limited shelf life & truth is ultimate victor. After NCA, Daily Mail story has proven it.",political
139,"Two Algerians approach Mecca after 50 days of travel on a bike, incredible! : Algeria - Tunisia - Libya - Turkey - Syria - Jordan - Saudi! ",religious
140,"When someone has failed in what they set out to do, don’t push them down even harder. Give a word of encouragement. Uttering good words to someone after failure is worth more than all the praise you can give after success.",religious
141,"Why are you feeling hopeless and on the brink of giving up? The Almighty gives hope for every disappointment, courage for every fear and strength for every weakness. That should give you so much to live for; to carry on and persevere knowing that He’s watching over you always.",religious
142,"Alhamdulillah we reached, broke the barriers, listened to the captain and became a part of this movement for the betterment of Pakistan. We the people of Pakistan stand ",political
143,"Almighty. Help us to truly understand that things work by Your schedule. Not ours. We tend to forget that. We’re always in a rush. That’s what this world has taught us. Sadly, we forget that one of the biggest life lessons You’re teaching us is patience.",religious
144,Almighty. Purify our hearts so that we don’t end up being people pleasers. Help us to realise that our original intent of doing things is to please You; not the rest of the people. Keep us focused so we don’t end up neglecting our duties towards You.,religious
145,We are asked to echo condemnations on issues of human rights the powerful  in the int community take up; but when it comes to India & its massive human rights violations in IIOJK there is complete silence by the same powers bec of India's market or its strategic mly partnerships.,political
146,"In line with my commitment to ensure transparency, the Government of Pakistan has decided to conduct an audit of the Prime Minister's Flood Relief Fund by the Auditor General of Pakistan and a firm of international repute. Audit reports will be made available to the public",political
147,"What happened in Islamabad is being seen in Lahore today, where up to 50 crore rupees are being offered to buy MPAs. The main character behind all this is Zardari, who takes NRO for his corruption and buys people with this stolen money. He should be thrown in jail. It is not only about our democracy but ours",political
148,"In its tenure of nearly 4 years, the PTI govt took loans worth Rs 20,000 billion, which was an increase of 80% in the loans taken since 1947. Do they have any single project to show for these loans? People want answers.",political
149,Just spoke to H.E. President  to express our profound condolences & prayers at the human & material losses in the earthquake. I told the  President that Pakistan would do anything to help their Turkish brothers & sisters during this challenging time.,political
150,"While the pain of the grieving families cannot be described in words, I express my heartfelt condolences & most sincere sympathies. My message to the perpetrators of today's despicable incident is that you can't underestimate the resolve of our people.",political
151,"Talk to Allah, He’s waiting to hear from you. Cry to Allah, He’s waiting to remove your tears. Pray to Allah, He's waiting to answer you.",religious
152,Dead pen is not the tool of this diggingWho cracks the roof of his own house ,political
153,It is hoped that the Pakistani cricket team will fulfill the expectations of the fans in the future by maintaining the same excellent standard of the game.,political
154,"Your Zakat enables us to change lives. Together we can  and make a difference that will last a lifetime. This Ramadan, give your  and donations to Shaukat Khanum Hospitals for deserving cancer patients.Check it out! ",political
155,"Thank you to Karachi's business community for the invitation to speak. I explained the rationale behind the ban on import of luxury items: saving scarce foreign exchange, dollar stabilization, ending social imbalance & strengthening local industry.",political
156,"Today, while meeting the flood victims of Khyber Pakhtunkhwa, I assured them of the government's full cooperation in their rehabilitation. Belonging to any political party or region, rehabilitation and service to flood victims is our national mission. Pakistan is our country which we have to serve together. God willing",political
157,"Fight shaytan, fight your nafs, don't let anything bring you down, Allah is with you.",religious
158,"Negative emotions bring about negative consequences. Just as we learn how helpful love & compassion can be, we must also understand that anger, pride, jealousy & arrogance can be detrimental. Always choose to respond positively. It will have a huge impact on your life.",religious
159,"Don’t look down on those who are trying to get close to the Almighty, no matter how small their effort may seem to you. Not everyone is on the same spiritual level. Don’t use yourself as the yardstick. Everyone is worthy of help. Only the Almighty knows what’s in the hearts.",religious
160,"Each time we're hurt, we tend to blame others. It's always someone else's fault. Don’t fall into that trap. Learn to be accountable. Take charge of your life and your own shortcomings. The Almighty knows the truth. Don't blame the innocent.",religious
161,May Allah grant us the opportunity to perform hajj and umrah. Ameen ya rabbi ,religious
162,Tomorrow in Gujranwala will be the last meeting of the current phase of our real freedom movement. In this meeting I will announce my most important next step. The import government + its patrons are fed up with the fact that the nation is standing so steadfastly with the PTI and are heading towards a depressing minus one.,political
163,"Try to learn, PTI has spread everywhere, supporters in every corner of Pakistan, millions of people are on social media, if you arrest everyone in country, then millions of supporters are abroad, all of them use social media. This war is of ideology, no one can win with power.",political
164,"A big thank you to Heads of states & governments, European Union, our development partners & United Nations for making Resilient Pakistan Conference a resounding success. UN Secretary General has shown stellar leadership all along. People of Pakistan will forever remain grateful.",political
165,How to capture this passion? Will you sue for terrorism on the basis of this freedom? This sentiment is a sign of an emerging nation in this age. My Pakistan!,political
166,"The Almighty is making you wait perhaps because the more you wait, the more you’ll appreciate what you’re going to get. Maybe He just doesn’t want you to be ungrateful. He wants you to value the gifts He’s going to send you & He’ll do that only when He knows you’re ready.",religious
167,"I am acutely aware of the hardships people are facing due to load-shedding. PTI government neither procured any fuel nor undertook timely repair & maintenance of plants. After emergency steps decided today, the power situation will  normalise significantly by May 01, Insha'Allah.",political
168,"Respect other people’s time. We often have a very selfish attitude towards time in that we expect everyone to adjust their schedules around us but we won’t let anyone mess our day. Stop being self-centered and inflexible. Remember, what you give out, you will get back.",religious
169,Nobody will truly understand what you’re going through except the Almighty. He’s the only One who knows your true circumstances and is always available when you need Him. He will heal you and make you whole again.,religious
170,Be wary of the jealous heart. It can do untold damage & eventually destroy you. Jealous people often talk bad about you behind your back to ruin your reputation & your relationship with others. May the Almighty protect us from such people & help us purify our hearts.,religious
171,"Talk to Allah. Tell Him how you feel, why you feel the way you feel. Show Him how needy you are of Him. Beg Him. Cry to Him.",religious
172,Episode 2 of the  SeriesReconnecting with RevelationMufti Menk,religious
173,"I congratulate Mohsin Laghari, Mainalghari, PTI workers and the voters of NA-193 for their strong victory despite the nexus between the government machinery, neutrals and ECP against Tehreek-e-Insaf. I am afraid that this will instill more fear in PDM and its patrons. So expect extraordinary pressure on SC judges!",political
174,May Allah remove your tears and bless you with everything you have been praying for. Aameen .,religious
175,"To Allah ˹alone˺ belongs the kingdom of the heavens and the earth. He creates whatever He wills. He blesses whoever He wills with daughters, and blesses whoever He wills with sons, or grants both, sons and daughters, ˹to whoever He wills˺, and leaves whoever He wills infertile.… Show more",religious
176,Final EpisodeEpisode 30 of the  SeriesReconnecting with RevelationMufti Menk,religious
177,We are grateful to the United States government  for the announcement of humanitarian assistance for the flood affectees in Pakistan. The tragedy is massive with millions of people gravely affected & we need our friends around the globe to help the suffering humanity.,political
178,"Whatever position you have in life, be humble. Don’t compare yourself to others. It’s Allah who raises you, not the people around you!",religious
179,"Just as Maryam Bibi's wish is that the entire constitution should be applied only to Imran Khan, so it is written in the same constitution that elections should be held within ninety days of Maryam Bibi. Athar Kazmi",political
180,"I thank our overseas donors who waited patiently while we were setting up an account to facilitate flood-relief donations. Details as follows:Title: Insaf Relief Foundation No. 7004109Southwestern National Bank; 2951 West Ball Road, Suite 100Anaheim, CA 92804tel:714-822-6101",political
181,"China announced new measures to optimize its anti-pandemic policies, based on realities&changing conditions, which will coordinate the COVID-19 response&economic&social development, fostering new drivers for global development&bilateral cooperation.",political
182,"The Messenger of Allah ﷺ said, “Purity is half of faith. ‘Alhamdulillah fills the scales, and ‘subhanAllah and ‘Alhamdulillah fill that which is between heaven and earth. And salah is a light, and charity is a proof, and patience is light, and Qur’an is a proof either for you… Show more",religious
183,"Had a very useful meeting with USAID Administrator Samantha Power this evening. She informed that the United States government has increased financial assitance by another $20 million, thus taking the aid volume to $51 million. We are grateful to the US for the continued support.",political
184,"For every pain you endure, For every fear that grips your heart, For every worry that keeps you awake, For every loss that you grieve over, For anything & everything that you can’t handle,Leave it to the Lord of the Worlds.He’s the best disposer of our affairs.",religious
